id,name,slug,entity_type,primary_category,secondary_categories,website,cxo_roles,categories,provider_types,community_formats,event_formats,intelligence_types,resource_types,executive_needs,topics,audiences,industries,geographies,verification_status,last_verified
"ent_capgemini","Capgemini","capgemini","Organization","Consulting","Enterprise Technology|Artificial Intelligence|Cybersecurity","https://www.capgemini.com/","CEO|CFO|CIO|CTO|CISO","Consulting|Enterprise Technology|Artificial Intelligence|Cybersecurity","consulting|enterprise-technology|artificial-intelligence|cybersecurity","","","","","","","","","United States","verified","2026-08-11"
"ent_slalom","Slalom","slalom","Organization","Consulting","Enterprise Technology|Artificial Intelligence","https://www.slalom.com/","CEO|CFO|CIO|CTO","Consulting|Enterprise Technology|Artificial Intelligence","consulting|enterprise-technology|artificial-intelligence","","","","","","","","","United States","verified","2026-08-11"
"ent_cognizant","Cognizant","cognizant","Organization","Consulting","Enterprise Technology|Artificial Intelligence","https://www.cognizant.com/","CEO|CFO|CIO|CTO","Consulting|Enterprise Technology|Artificial Intelligence","consulting|enterprise-technology|artificial-intelligence","","","","","","","","","United States","verified","2026-08-11"
"ent_zrg","ZRG","zrg","Organization","Executive Search","Consulting","https://www.zrgpartners.com/","CEO|CHRO|Board","Executive Search|Consulting","executive-search|consulting","","","","","","","","consumer|education|nonprofit and social impact|financial services|healthcare and life sciences|industrial|media and entertainment|private equity|professional and technology services|real estate|sports music and entertainment|technology","United States","verified","2026-08-11"
"ent_robert_half","Robert Half","robert-half","Organization","Recruiting","Consulting","https://www.roberthalf.com/","CFO|CIO|CHRO","Recruiting|Consulting","recruiting|consulting","","","","","","","","","United States","verified","2026-08-11"
"ent_findem","Findem","findem","Organization","HR Technology","Recruiting|Artificial Intelligence","https://www.findem.ai/","CHRO","HR Technology|Recruiting|Artificial Intelligence","hr-technology|recruiting|artificial-intelligence","","","","","","","","","United States","verified","2026-08-11"
"ent_rippling","Rippling","rippling","Organization","HR Technology","Enterprise Technology","https://www.rippling.com/","CFO|CIO|CHRO","HR Technology|Enterprise Technology","hr-technology|enterprise-technology","","","","","","","","","United States","verified","2026-08-11"
"ent_deel","Deel","deel","Organization","HR Technology","","https://www.deel.com/","CFO|CHRO|CLO","HR Technology","hr-technology","","","","","","","","","United States","verified","2026-08-11"
"ent_lattice","Lattice","lattice","Organization","HR Technology","","https://lattice.com/","CHRO","HR Technology","hr-technology","","","","","","","","","United States","verified","2026-08-11"
"ent_trinet","TriNet","trinet","Organization","HR Technology","","https://www.trinet.com/","CFO|CHRO","HR Technology","hr-technology","","","","","","","","","United States","verified","2026-08-11"
"ent_insperity","Insperity","insperity","Organization","HR Technology","","https://www.insperity.com/","CFO|CHRO","HR Technology","hr-technology","","","","","","","","","United States","verified","2026-08-11"
"ent_15five","15Five","15five","Organization","HR Technology","","https://www.15five.com/","CHRO","HR Technology","hr-technology","","","","","","","","","United States","verified","2026-08-11"
"ent_optimhire","OptimHire","optimhire","Organization","Recruiting","HR Technology","https://optimhire.com/","CHRO|CTO","Recruiting|HR Technology","recruiting|hr-technology","","","","","","","","","United States","verified","2026-08-11"
"ent_coupa","Coupa","coupa","Organization","CFO Technology","Spend Management|Enterprise Technology","https://www.coupa.com/","CFO|COO","CFO Technology|Spend Management|Enterprise Technology","cfo-technology|spend-management|enterprise-technology","","","","","","","","","United States","verified","2026-08-11"
"ent_puzzle","Puzzle","puzzle","Organization","CFO Technology","Accounting Software","https://puzzle.io/","CFO","CFO Technology|Accounting Software","cfo-technology|accounting-software","","","","","","","","","United States","verified","2026-08-11"
"ent_tesorio","Tesorio","tesorio","Organization","CFO Technology","Treasury Technology","https://www.tesorio.com/","CFO","CFO Technology|Treasury Technology","cfo-technology|treasury-technology","","","","","","","","","United States","verified","2026-08-11"
"ent_vic_ai","Vic.ai","vic-ai","Organization","CFO Technology","Artificial Intelligence|Accounting Software","https://www.vic.ai/","CFO","CFO Technology|Artificial Intelligence|Accounting Software","cfo-technology|artificial-intelligence|accounting-software","","","","","","","","","United States","verified","2026-08-11"
"ent_ramp","Ramp","ramp","Organization","CFO Technology","Spend Management|Fintech","https://ramp.com/","CFO","CFO Technology|Spend Management|Fintech","cfo-technology|spend-management|fintech","","","","","","","","","United States","verified","2026-08-11"
"ent_brex","Brex","brex","Organization","CFO Technology","Spend Management|Fintech","https://www.brex.com/","CFO","CFO Technology|Spend Management|Fintech","cfo-technology|spend-management|fintech","","","","","","","","","United States","verified","2026-08-11"
"ent_plaid","Plaid","plaid","Organization","Fintech","Payments|Enterprise Technology","https://plaid.com/","CFO|CIO|CTO","Fintech|Payments|Enterprise Technology","fintech|payments|enterprise-technology","","","","","","","","","United States","verified","2026-08-11"
"ent_anrok","Anrok","anrok","Organization","CFO Technology","Tax Technology","https://www.anrok.com/","CFO","CFO Technology|Tax Technology","cfo-technology|tax-technology","","","","","","","","","United States","verified","2026-08-11"
"ent_blackline","BlackLine","blackline","Organization","CFO Technology","Accounting Software","https://www.blackline.com/","CFO","CFO Technology|Accounting Software","cfo-technology|accounting-software","","","","","","","","","United States","verified","2026-08-11"
"ent_pilot","Pilot","pilot","Organization","Accounting","Finance Advisory|CFO Technology","https://pilot.com/","CEO|CFO","Accounting|Finance Advisory|CFO Technology","accounting|finance-advisory|cfo-technology","","","","","","","","","United States","verified","2026-08-11"
"ent_rillet","Rillet","rillet","Organization","CFO Technology","Accounting Software","https://www.rillet.com/","CFO","CFO Technology|Accounting Software","cfo-technology|accounting-software","","","","","","","","","United States","verified","2026-08-11"
"ent_zenskar","Zenskar","zenskar","Organization","CFO Technology","Accounting Software","https://www.zenskar.com/","CFO","CFO Technology|Accounting Software","cfo-technology|accounting-software","","","","","","","","","United States","verified","2026-08-11"
"ent_bill","BILL","bill","Organization","CFO Technology","Spend Management|Payments","https://www.bill.com/","CFO","CFO Technology|Spend Management|Payments","cfo-technology|spend-management|payments","","","","","","","","","United States","verified","2026-08-11"
"ent_carta","Carta","carta","Organization","Equity Management","Private Market Infrastructure|CFO Technology","https://carta.com/","CEO|CFO|CLO","Equity Management|Private Market Infrastructure|CFO Technology","equity-management|private-market-infrastructure|cfo-technology","","","","","","","","","United States","verified","2026-08-11"
"ent_mercury","Mercury","mercury","Organization","Banking Platforms","Fintech|Treasury Technology","https://mercury.com/","CEO|CFO","Banking Platforms|Fintech|Treasury Technology","banking-platforms|fintech|treasury-technology","","","","","","","","","United States","verified","2026-08-11"
"ent_rho","Rho","rho","Organization","Banking Platforms","Fintech|Spend Management","https://www.rho.co/","CFO","Banking Platforms|Fintech|Spend Management","banking-platforms|fintech|spend-management","","","","","","","","","United States","verified","2026-08-11"
"ent_payzen","PayZen","payzen","Organization","Fintech","Payments","https://payzen.com/","CFO","Fintech|Payments","fintech|payments","","","","","","","","","United States","verified","2026-08-11"
"ent_zeni","Zeni","zeni","Organization","CFO Technology","Accounting|Artificial Intelligence","https://www.zeni.ai/","CEO|CFO","CFO Technology|Accounting|Artificial Intelligence","cfo-technology|accounting|artificial-intelligence","","","","","","","","","United States","verified","2026-08-11"
"ent_xero","Xero","xero","Organization","Accounting Software","CFO Technology","https://www.xero.com/","CFO","Accounting Software|CFO Technology","accounting-software|cfo-technology","","","","","","","","","United States","verified","2026-08-11"
"ent_intuit","Intuit","intuit","Organization","Accounting Software","Tax Technology|Fintech","https://www.intuit.com/","CFO|CMO","Accounting Software|Tax Technology|Fintech","accounting-software|tax-technology|fintech","","","","","","","","","United States","verified","2026-08-11"
"ent_stripe","Stripe","stripe","Organization","Payments","Fintech|Enterprise Technology","https://stripe.com/","CFO|CIO|CTO","Payments|Fintech|Enterprise Technology","payments|fintech|enterprise-technology","","","","","","","","","United States","verified","2026-08-11"
"ent_pulley","Pulley","pulley","Organization","Equity Management","CFO Technology","https://pulley.com/","CEO|CFO|CLO","Equity Management|CFO Technology","equity-management|cfo-technology","","","","","","","","","United States","verified","2026-08-11"
"ent_hiive","Hiive","hiive","Organization","Private Market Infrastructure","Fintech","https://www.hiive.com/","CFO","Private Market Infrastructure|Fintech","private-market-infrastructure|fintech","","","","","","","","","United States","verified","2026-08-11"
"ent_sharevault","ShareVault","sharevault","Organization","Private Market Infrastructure","Enterprise Technology","https://www.sharevault.com/","CFO|CLO|General Counsel","Private Market Infrastructure|Enterprise Technology","private-market-infrastructure|enterprise-technology","","","","","","","","","United States","verified","2026-08-11"
"ent_microsoft","Microsoft","microsoft","Organization","Enterprise Technology","Artificial Intelligence|AI Infrastructure|Cybersecurity","https://www.microsoft.com/","CEO|CFO|CIO|CTO|CISO","Enterprise Technology|Artificial Intelligence|AI Infrastructure|Cybersecurity","enterprise-technology|artificial-intelligence|ai-infrastructure|cybersecurity","","","","","","","","","United States","verified","2026-08-11"
"ent_nvidia","NVIDIA","nvidia","Organization","AI Infrastructure","Artificial Intelligence|Enterprise Technology","https://www.nvidia.com/","CIO|CTO","AI Infrastructure|Artificial Intelligence|Enterprise Technology","ai-infrastructure|artificial-intelligence|enterprise-technology","","","","","","","","","United States","verified","2026-08-11"
"ent_intel","Intel","intel","Organization","Enterprise Technology","AI Infrastructure","https://www.intel.com/","CIO|CTO","Enterprise Technology|AI Infrastructure","enterprise-technology|ai-infrastructure","","","","","","","","","United States","verified","2026-08-11"
"ent_databricks","Databricks","databricks","Organization","Enterprise Technology","Artificial Intelligence|AI Infrastructure","https://www.databricks.com/","CIO|CTO","Enterprise Technology|Artificial Intelligence|AI Infrastructure","enterprise-technology|artificial-intelligence|ai-infrastructure","","","","","","","","","United States","verified","2026-08-11"
"ent_writer","Writer","writer","Organization","Artificial Intelligence","Enterprise Technology","https://writer.com/","CIO|CTO","Artificial Intelligence|Enterprise Technology","artificial-intelligence|enterprise-technology","","","","","","","","","United States","verified","2026-08-11"
"ent_scale_ai","Scale AI","scale-ai","Organization","Artificial Intelligence","AI Infrastructure","https://scale.com/","CIO|CTO","Artificial Intelligence|AI Infrastructure","artificial-intelligence|ai-infrastructure","","","","","","","","","United States","verified","2026-08-11"
"ent_glean","Glean","glean","Organization","Artificial Intelligence","Enterprise Technology","https://www.glean.com/","CIO|CTO","Artificial Intelligence|Enterprise Technology","artificial-intelligence|enterprise-technology","","","","","","","","","United States","verified","2026-08-11"
"ent_servicenow","ServiceNow","servicenow","Organization","Enterprise Technology","Artificial Intelligence","https://www.servicenow.com/","CIO|CTO|CISO|COO","Enterprise Technology|Artificial Intelligence","enterprise-technology|artificial-intelligence","","","","","","","","","United States","verified","2026-08-11"
"ent_centific","Centific","centific","Organization","Artificial Intelligence","Consulting|Enterprise Technology","https://www.centific.com/","CIO|CTO","Artificial Intelligence|Consulting|Enterprise Technology","artificial-intelligence|consulting|enterprise-technology","","","","","","","","","United States","verified","2026-08-11"
"ent_you_com","You.com","you-com","Organization","Artificial Intelligence","","https://you.com/","CIO|CTO","Artificial Intelligence","artificial-intelligence","","","","","","","","","United States","verified","2026-08-11"
"ent_granica","Granica","granica","Organization","AI Infrastructure","Artificial Intelligence","https://granica.ai/","CIO|CTO|CISO","AI Infrastructure|Artificial Intelligence","ai-infrastructure|artificial-intelligence","","","","","","","","","United States","verified","2026-08-11"
"ent_gumloop","Gumloop","gumloop","Organization","Artificial Intelligence","Enterprise Technology","https://www.gumloop.com/","CIO|CTO|COO","Artificial Intelligence|Enterprise Technology","artificial-intelligence|enterprise-technology","","","","","","","","","United States","verified","2026-08-11"
"ent_compose_ai","Compose AI","compose-ai","Organization","Artificial Intelligence","","https://www.compose.ai/","CIO|CTO","Artificial Intelligence","artificial-intelligence","","","","","","","","","United States","verified","2026-08-11"
"ent_applitools","Applitools","applitools","Organization","Enterprise Technology","Artificial Intelligence","https://applitools.com/","CIO|CTO","Enterprise Technology|Artificial Intelligence","enterprise-technology|artificial-intelligence","","","","","","","","","United States","verified","2026-08-11"
"ent_adaptive_security","Adaptive Security","adaptive-security","Organization","AI Security","Cybersecurity","https://www.adaptivesecurity.com/","CISO","AI Security|Cybersecurity","ai-security|cybersecurity","","","","","","","","","United States","verified","2026-08-11"
"ent_witnessai","WitnessAI","witnessai","Organization","AI Security","Cybersecurity|Artificial Intelligence","https://witness.ai/","CISO|CIO","AI Security|Cybersecurity|Artificial Intelligence","ai-security|cybersecurity|artificial-intelligence","","","","","","","","","United States","verified","2026-08-11"
"ent_airmdr","AirMDR","airmdr","Organization","Cybersecurity","AI Security","https://www.airmdr.com/","CISO","Cybersecurity|AI Security","cybersecurity|ai-security","","","","","","","","","United States","verified","2026-08-11"
"ent_resemble_ai","Resemble AI","resemble-ai","Organization","Artificial Intelligence","AI Security","https://www.resemble.ai/","CIO|CTO|CISO","Artificial Intelligence|AI Security","artificial-intelligence|ai-security","","","","","","","","","United States","verified","2026-08-11"
"ent_lockton","Lockton","lockton","Organization","Insurance","Consulting","https://global.lockton.com/","CEO|CFO|CHRO","Insurance|Consulting","insurance|consulting","","","","","","","","","United States","verified","2026-08-11"
"ent_heffernan_insurance_brokers","Heffernan Insurance Brokers","heffernan-insurance-brokers","Organization","Insurance","","https://www.heffins.com/","CEO|CFO|CHRO","Insurance","insurance","","","","","","","","","United States","verified","2026-08-11"
"ent_pitchbook","PitchBook","pitchbook","Organization","Research Firms","Private Market Infrastructure","https://pitchbook.com/","CEO|CFO","Research Firms|Private Market Infrastructure","research-firms|private-market-infrastructure","","","","","","","","","United States","verified","2026-08-11"
"ent_hfs_research","HFS Research","hfs-research","Organization","Research Firms","Analyst Firms","https://www.hfsresearch.com/","CEO|CIO|CTO","Research Firms|Analyst Firms","research-firms|analyst-firms","","","","","","","","","United States","verified","2026-08-11"
"ent_association_for_corporate_growth","Association for Corporate Growth","association-for-corporate-growth","Organization","Professional Associations","Executive Communities","https://www.acg.org/","CEO|CFO","Professional Associations|Executive Communities","professional-associations|executive-communities","","","","","","","","","United States","verified","2026-08-11"
"ent_young_entrepreneur_council","Young Entrepreneur Council","young-entrepreneur-council","Organization","Executive Communities","Professional Associations","https://yec.co/","CEO","Executive Communities|Professional Associations","executive-communities|professional-associations","","","","","","","","","United States","verified","2026-08-11"
"ent_opal_group","Opal Group","opal-group","Organization","Conferences","","https://opalgroup.net/","CEO|CFO","Conferences","conferences","","","","","","","","","United States","verified","2026-08-11"
"ent_hacker_dojo","Hacker Dojo","hacker-dojo","Organization","Executive Communities","","https://hackerdojo.org/","CEO|CTO","Executive Communities","executive-communities","","","","","","","","","United States","verified","2026-08-11"
"ent_openwater","OpenWater","openwater","Organization","Events Technology","Enterprise Technology","https://www.getopenwater.com/","CIO|COO","Events Technology|Enterprise Technology","events-technology|enterprise-technology","","","","","","","","","United States","verified","2026-08-11"
"ent_mastercard","Mastercard","mastercard","Organization","Payments","Fintech|Cybersecurity","https://www.mastercard.com/","CFO|CIO|CISO","Payments|Fintech|Cybersecurity","payments|fintech|cybersecurity","","","","","","","","","United States","verified","2026-08-11"
"ent_affirm","Affirm","affirm","Organization","Fintech","Payments","https://www.affirm.com/","CFO","Fintech|Payments","fintech|payments","","","","","","","","","United States","verified","2026-08-11"
"ent_pipe","Pipe","pipe","Organization","Fintech","Private Credit","https://pipe.com/","CEO|CFO","Fintech|Private Credit","fintech|private-credit","","","","","","","","","United States","verified","2026-08-11"
"ent_signeasy","Signeasy","signeasy","Organization","Legal Technology","Enterprise Technology","https://signeasy.com/","CIO|CLO|General Counsel|COO","Legal Technology|Enterprise Technology","legal-technology|enterprise-technology","","","","","","","","","United States","verified","2026-08-11"
"ent_hg_insights","HG Insights","hg-insights","Organization","Research Firms","Enterprise Technology","https://hginsights.com/","CMO|CIO","Research Firms|Enterprise Technology","research-firms|enterprise-technology","","","","","","","","","United States","verified","2026-08-11"
"ent_altair_capital","AltaIR Capital","altair-capital","Organization","Venture Capital","Early-Stage Venture Capital","https://altair.vc/","CEO|CFO","Venture Capital|Early-Stage Venture Capital","venture-capital|early-stage-venture-capital","","","","","","","","","United States","verified","2026-08-11"
"ent_bdev_ventures","BDEV Ventures","bdev-ventures","Organization","Venture Capital","","https://bdevventures.com/","CEO|CFO","Venture Capital","venture-capital","","","","","","","","","United States","verified","2026-08-11"
"ent_ironarc_ventures","IronArc Ventures","ironarc-ventures","Organization","Venture Capital","","https://ironarcventures.com/","CEO|CFO","Venture Capital","venture-capital","","","","","","","","","United States","verified","2026-08-11"
"ent_nanostar_ventures","Nanostar Ventures","nanostar-ventures","Organization","Venture Capital","Early-Stage Venture Capital","https://nanostar.vc/","CEO|CFO|CTO","Venture Capital|Early-Stage Venture Capital","venture-capital|early-stage-venture-capital","","","","","","","","","United States","verified","2026-08-11"
"ent_verano_capital_partners","Verano Capital Partners","verano-capital-partners","Organization","Investment Advisory","","https://veranocapitalpartners.com/","CEO|CFO","Investment Advisory","investment-advisory","","","","","","","","","United States","high confidence","2026-08-11"
"ent_capital_ip_investment_partners","Capital IP Investment Partners","capital-ip-investment-partners","Organization","Venture Capital","Investment Banks|M&A Advisors","https://capitalip.com/","CEO|CFO","Venture Capital|Investment Banks|M&A Advisors","venture-capital|investment-banks|m-a-advisors","","","","","","","","","United States","verified","2026-08-11"
"ent_indian_hills_advisors","Indian Hills Advisors","indian-hills-advisors","Organization","M&A Advisors","Investment Banks","https://indianhillsadvisors.com/","CEO|CFO","M&A Advisors|Investment Banks","m-a-advisors|investment-banks","","","","","","","","","United States","verified","2026-08-11"
"ent_transacta_capital","Transacta Capital","transacta-capital","Organization","M&A Advisors","","https://transactacapital.com/","CEO|CFO","M&A Advisors","m-a-advisors","","","","","","","","","United States","verified","2026-08-11"
"ent_oguz_law","Oguz Law","oguz-law","Organization","Law Firms","","https://oguz.law/","CLO|General Counsel","Law Firms","law-firms","","","","","","","","","United States","verified","2026-08-11"
"ent_paygentic","Paygentic","paygentic","Organization","CFO Technology","Fintech","https://paygentic.com/","CFO","CFO Technology|Fintech","cfo-technology|fintech","","","","","","","","","United States","verified","2026-08-11"
"ent_finrep","Finrep","finrep","Organization","CFO Technology","Artificial Intelligence|Accounting Software","https://finrep.ai/","CFO","CFO Technology|Artificial Intelligence|Accounting Software","cfo-technology|artificial-intelligence|accounting-software","","","","","","","","","United States","verified","2026-08-11"
"ent_thinkingai","ThinkingAI","thinkingai","Organization","Artificial Intelligence","AI Agents|Enterprise Automation","https://thinkingai.io/","CEO|CMO|CIO|CTO|COO","Artificial Intelligence|AI Agents|Enterprise Automation","artificial-intelligence|ai-agents|enterprise-automation","","","","","","","","","United States","verified","2026-08-11"
"ent_qognitive","Qognitive","qognitive","Organization","Artificial Intelligence","Machine Learning","https://qognitive.io/","CIO|CTO","Artificial Intelligence|Machine Learning","artificial-intelligence|machine-learning","","","","","","","","","United States","verified","2026-08-11"
"ent_contextqa","ContextQA","contextqa","Organization","Artificial Intelligence","Enterprise Technology","https://contextqa.com/","CIO|CTO","Artificial Intelligence|Enterprise Technology","artificial-intelligence|enterprise-technology","","","","","","","","","United States","verified","2026-08-11"
"ent_herculesai","HerculesAI","herculesai","Organization","Artificial Intelligence","Enterprise Technology","https://hercules.ai/","CIO|CTO|COO","Artificial Intelligence|Enterprise Technology","artificial-intelligence|enterprise-technology","","","","","","","","","United States","verified","2026-08-11"
"ent_atlas_cloud_ai","Atlas Cloud AI","atlas-cloud-ai","Organization","AI Infrastructure","Artificial Intelligence","https://atlascloud.ai/","CIO|CTO","AI Infrastructure|Artificial Intelligence","ai-infrastructure|artificial-intelligence","","","","","","","","","United States","verified","2026-08-11"
"ent_agentic_fabriq","Agentic Fabriq","agentic-fabriq","Organization","AI Security","Agent Identity|Identity and Access Management|AI Infrastructure","https://agenticfabriq.com/","CISO|CIO|CTO","AI Security|Agent Identity|Identity and Access Management|AI Infrastructure","ai-security|agent-identity|identity-and-access-management|ai-infrastructure","","","","","","","","","United States","verified","2026-08-11"
"ent_axari_technologies_inc","Axari Technologies, Inc.","axari-technologies-inc","Organization","Cybersecurity","AI Security|GRC Automation|AI Agents","https://axari.ai/","CISO|CIO","Cybersecurity|AI Security|GRC Automation|AI Agents","cybersecurity|ai-security|grc-automation|ai-agents","","","","","","","","","United States","verified","2026-08-11"
"ent_harden","Harden","harden","Organization","AI Security","Application Security|Runtime Security|Cybersecurity","https://harden.run/","CISO|CTO|CIO","AI Security|Application Security|Runtime Security|Cybersecurity","ai-security|application-security|runtime-security|cybersecurity","","","","","","","","","United States","verified","2026-08-11"
"ent_tenet_security","Tenet Security","tenet-security","Organization","AI Security","Runtime Security|Cybersecurity","https://tenetsecurity.ai/","CISO|CTO|CIO","AI Security|Runtime Security|Cybersecurity","ai-security|runtime-security|cybersecurity","","","","","","","","","United States","verified","2026-08-11"
"ent_909cyber","909Cyber","909cyber","Organization","Cybersecurity","Consulting","https://909cyber.com/","CISO","Cybersecurity|Consulting","cybersecurity|consulting","","","","","","","","","United States","verified","2026-08-11"
"ent_aegisai","AegisAI","aegisai","Organization","Email Security","AI Security|Cybersecurity","https://aegisai.ai/","CISO|CIO","Email Security|AI Security|Cybersecurity","email-security|ai-security|cybersecurity","","","","","","","","","United States","verified","2026-08-11"
"ent_secure_octane_investments","Secure Octane Investments","secure-octane-investments","Organization","Venture Capital","","https://secureoctane.com/","CEO|CFO","Venture Capital","venture-capital","","","","","","","","","United States","verified","2026-08-11"
"ent_agentrys","Agentrys","agentrys","Organization","Artificial Intelligence","AI Agents|Semiconductor Technology|Electronic Design Automation","https://agentrys.ai/","CTO|CIO","Artificial Intelligence|AI Agents|Semiconductor Technology|Electronic Design Automation","artificial-intelligence|ai-agents|semiconductor-technology|electronic-design-automation","","","","","","","","","United States","verified","2026-08-11"
"ent_counterrun_ai","CounterRun.ai","counterrun-ai","Organization","AI Security","Cybersecurity","https://counterrun.ai/","CISO","AI Security|Cybersecurity","ai-security|cybersecurity","","","","","","","","","United States","verified","2026-08-11"
"ent_atomic_zero","Atomic Zero","atomic-zero","Organization","Cybersecurity","AI Security|Consulting","https://atomiczero.io/","CISO|CIO","Cybersecurity|AI Security|Consulting","cybersecurity|ai-security|consulting","","","","","","","","","United States","verified","2026-08-11"
"ent_hackzero_ai","HackZero.ai","hackzero-ai","Organization","Cybersecurity","Consulting","https://hackzero.ai/","CISO|CFO","Cybersecurity|Consulting","cybersecurity|consulting","","","","","","","","","United States","verified","2026-08-11"
"ent_agentweb","AgentWeb","agentweb","Organization","Marketing Technology","Artificial Intelligence|AI Agents","https://agentweb.pro/","CMO|CEO","Marketing Technology|Artificial Intelligence|AI Agents","marketing-technology|artificial-intelligence|ai-agents","","","","","","","","","United States","verified","2026-08-11"
"ent_code_conductor","Code Conductor","code-conductor","Organization","Artificial Intelligence","Enterprise Technology","https://codeconductor.ai/","CIO|CTO","Artificial Intelligence|Enterprise Technology","artificial-intelligence|enterprise-technology","","","","","","","","","United States","verified","2026-08-11"
"ent_everything_ai","Everything AI","everything-ai","Organization","Artificial Intelligence","AI Agents|AI Infrastructure","https://geteverything.ai/","CIO|CTO","Artificial Intelligence|AI Agents|AI Infrastructure","artificial-intelligence|ai-agents|ai-infrastructure","","","","","","","","","United States","high confidence","2026-08-11"
"ent_xtrace","XTrace","xtrace","Organization","AI Infrastructure","Artificial Intelligence","https://xtrace.ai/","CIO|CTO","AI Infrastructure|Artificial Intelligence","ai-infrastructure|artificial-intelligence","","","","","","","","","United States","verified","2026-08-11"
"ent_velixar_ai","Velixar AI","velixar-ai","Organization","AI Infrastructure","Artificial Intelligence|AI Agents","https://velixarai.com/","CTO|CIO|CISO","AI Infrastructure|Artificial Intelligence|AI Agents","ai-infrastructure|artificial-intelligence|ai-agents","","","","","","","","","United States","verified","2026-08-11"
"ent_transform","Transform","transform","Organization","Executive Communities","Conferences|HR Technology","https://transform.us/","CHRO|CEO","Executive Communities|Conferences|HR Technology","executive-communities|conferences|hr-technology","","","","","","","","","United States","verified","2026-08-11"
"ent_open_batch","Open Batch","open-batch","Organization","Executive Communities","Startup Programs|Accelerators","https://openbatch.ai/","CEO","Executive Communities|Startup Programs|Accelerators","executive-communities|startup-programs|accelerators","","","","","","","","","United States","verified","2026-08-11"
"ent_curated_connections","Curated Connections","curated-connections","Organization","Community Technology","Enterprise Technology","https://curatedconnections.io/","CMO|CHRO","Community Technology|Enterprise Technology","community-technology|enterprise-technology","","","","","","","","","United States","verified","2026-08-11"
